,text,text_length,total_word,summary,min_word,max_word,source,url,type,model_used
21," A Toronto woman is looking to recover the specialized bicycle used to raise money for cancer research after it was stolen from her Etobicoke home over the weekend. Monica Doedens said she returned home on Saturday to find the lock on her door broken, her house ransacked and several valuable items stolen. The hardest loss to accept was her Pinarello bike, stored in the basement — purchased three years ago. “I could feel my heart drop,” Doedens told CTV News Toronto. “We have a garage and a shed, and I deliberately do not keep [the bike] in either because I thought the house was safest.” “The bicycle was an expensive one which I really didn’t think it could afford but because I ride so much I decided to spend the extra money on this bike and it was a little bit heartbreaking,” she continued. Doedens said the bike was custom-made and will cost $10,000 to replace. She said she doesn’t know yet if her home insurance will cover the loss. “They don’t make the Pinarello Prince anymore,” she said. “It’s very light and very maneuverable. It just feels good when I ride, and I ride a long way.” A cancer stem cell researcher by profession, Doedens has taken part in the Ride to Conquer Cancer — a two-day, 200 km cycling event — since its inception for the last 17 years. “And I’ve been doing cancer research since 1986 so it’s near and dear to my heart to raise this money, and so far I’ve raised $90,000 over those years, so I’m hoping to reach $100,000 next year.” Toronto Police stats show about 3,000 bikes are stolen a year. Last year, most were taken from outside residences. Doedens had been riding the stolen bike for nearly three years and misses it. She’s been scouring resale sites, speaking with neighbours and local shops in the hopes someone spots her beloved wheels. “Going down the hills, I know what to do to handle it, how it breaks, how it turns, that’s what I’m going to miss,” she said. “Fingers are crossed someone is going to see it.” ",1965,355," Monica Doedens returned home on Saturday to find the lock on her door broken and her house ransacked . The hardest loss to accept was her custom-made bike, purchased three years ago . The bike will cost $10,000 to replace and she's raising money for cancer research . Toronto Police stats show about 3,000 bikes are stolen a year, most were taken from outside residences . Doeden said she doesn't know yet if",83,93,cp24,https://www.cp24.com/news/heartbreaking-bike-used-for-cancer-fundraising-stolen-from-toronto-woman-s-basement-1.6975085,news,summarizer
22," The brother of a New Zealand man who died after ordering a product from an accused Canadian suicide salesman says it shouldn’t be so easy for vulnerable people to get dangerous substances online. Sean Plunket says he’s shocked at how easily his brother, James, ordered the fatal package from Canada, and has tough questions for this country’s internet regulators and e-commerce platforms about why they didn't stop it. “The idea he could access this, not necessarily through the dark web, but it was there, hiding in plain bloody sight, that is chilling to me,” Plunket said in an interview from New Zealand. “We know he was vulnerable at that moment. At that moment he needed protection, there was someone who took advantage of him and made it easier for him to take his own life rather than harder,” he said. “Those bad decisions become very, very easy when you’ve got someone making money off it,” he said. A New Zealand coroner found this week that Plunket’s brother James was one of four people who died after ordering products from Kenneth Law, a former engineer and chef who lived in Mississauga. Those deaths push a CTV News tally of worldwide deaths associated with items sold online by Law to 129. Plunket, a broadcaster in New Zealand, said his brother James was a DJ and personal trainer whose businesses and marriage suffered in the COVID-19 pandemic. “He was smart as a tack. Loved to party, loved to laugh,” Plunket said. The report said Plunket ordered a package from Canada in June 2022, from a site “police have confirmed is connected with Kenneth Law.” About two weeks later, the 40-year-old died in a hotel room, with packaging connected to Law’s business next to him, the report says. Records show at least some of Law’s websites were hosted on the Canadian e-commerce platform Shopify, which powers a variety of online marketplaces. The company has said, after Law was arrested in 2023, they shut down his accounts. Police said at the time Law sent some 1,200 packages to 40 countries. A Shopify spokesperson said, “Once we were notified about a potential violation of our Acceptable Use Policy, we immediately reviewed and took action to terminate all stores associated with Kenneth Law.” Law is facing charges of first-degree murder and aiding and abetting suicide in 14 cases in Ontario. He has denied the charges. His lawyer has pointed out that he was selling a legal substance. Law’s products were promoted on a suicide discussion forum that CTV News is not naming. There’s no tool in Canadian law currently to ban websites. But that suicide forum could be caught up in the Online Harms Act, which is in second reading on Parliament Hill. The law would prohibit certain websites from offering content that would encourage young people to die by suicide. The website’s operators have told CTV News they “don’t care about Canadian law.” In a speech motivating the bill in June, Canadian Justice Minister Arif Virani said the Online Harms Act was necessary to protect Canadians against online bullying and hate. “It terrifies me that the most popular toys in my house, the screens, are not subject to any safety standards right now,” he said. Sarah Kennell of the Canadian Mental Health Association said she hopes Canada’s laws will follow in the footsteps of New Zealand, which moved to ban access to the forum and to Law’s websites. Kennell also called for bigger responsibility from big tech companies. “There’s a role for the federal government to be regulating that, especially when you consider the means of suicide, and what we can do to keep communities, family members and clients safe,” she said. Sean Plunket said he believes Canadian companies should be doing due diligence and making sure the companies using their marketplace are not harming people. “Don’t they have a responsibility as the provider in the marketplace to make sure they are not literally selling suicide?” he said. “Don’t they have a responsibility as the provider in the marketplace to make sure they are not literally selling suicide?” he said. ",4054,684," Sean Plunket says he's shocked at how easily his brother, James, ordered the fatal package from Canada . He says the idea he could access this, not necessarily through the dark web, but it was there, hiding in plain bloody sight . Law is facing charges of first-degree murder and aiding and abetting suicide in 14 cases in Ontario . Law's products were promoted on a suicide discussion forum that CTV News is not naming . There’s no tool in Canadian law currently to ban websites. But that forum could be caught up in the Online Harms Act, which is in second reading on Parliament Hill, which would prohibit certain websites from offering content that would encourage young people to die by suicide . The website's operators have said they “don’t care about Canadian law.”",166,176,cp24,https://www.cp24.com/news/new-zealand-man-says-canadian-regulators-e-commerce-platforms-should-have-protected-his-late-brother-1.6975329,news,summarizer
23," A Toronto man is facing charges after allegedly stealing more than $60,000 in clothing from downtown retail stores in recent months. On Friday, the Toronto Police Service (TPS) was called to a clothing store near Peter and Queen streets for reports of a theft in progress. According to a release issued by the service , a masked suspect entered the store, selected “a quantity” of women’s pants, and left without paying. The suspect was located and arrested that day. Police say they recovered $6,338 worth of clothing during the arrest. In the release, investigators further alleged that the suspect had stolen more than $55,000 worth of clothing from stores in the area between May and July of this year. Michael Lewis, 42, of Toronto, is facing three counts of theft over $5,000, 12 counts of theft under $5,000, and 10 counts of failure to comply with a probation order. The charges have not been tested in court. Lewis is scheduled to appear in court on July 29 at 10 a.m. Police said in the release that they believe Lewis may have committed additional thefts in the area. Anyone with information is asked to contact police at 416-808-1400, Crime Stoppers anonymously at 416-222-TIPS (8477), or at  ",1206,205," A Toronto man is facing charges after allegedly stealing more than $60,000 in clothing from downtown stores . Michael Lewis, 42, of Toronto, is facing three counts of theft over $5,000 . Police say they recovered $6,338 worth of clothing during",46,56,cp24,https://www.cp24.com/news/man-charged-after-allegedly-stealing-more-than-60k-in-clothing-from-downtown-toronto-retailers-1.6974823,news,summarizer
24," Police have identified a woman in her 80s as the victim of a North York stabbing on Sunday. Toronto police said they were called to a residence near Cherrystone Drive and Cliffwood Road for a person with a knife just before 2:45 p.m. When officers arrived, they located an 81-year-old man and 81-year-old Ulrike Miller were located without vital signs and suffering from life-threatening stab wounds. Investigators have learned that there was an altercation inside the residence. The two were taken to the hospital, where both were pronounced dead. The 81-year-old man, who they did not identify, ""is believed to be responsible for the homicide,"" police said, adding that they did not believe there to be additional suspects. Investigators have not disclosed the suspect's relationship with the victim. The motive for the stabbing is also unknown. ",849,136," An 81-year-old man and a woman in her 80s were stabbed in North York on Sunday afternoon . Police have identified Ulrike Miller, 81, as the victim of",29,39,cp24,https://www.cp24.com/news/police-id-81-year-old-woman-killed-in-north-york-stabbing-1.6975072,news,summarizer
25," Toronto has a special place in Hugh Jackman's heart. During an exclusive interview with Etalk in front of dozens of fans gathered in the parking lot of 299 Queen Street West on Tuesday, the Australian actor shared that the city was where his Wolverine journey began. ""I'm going to tell you a true story. We came in this morning. And I was driving here down that freeway. What is that freeway? (Someone in the audience shouts, 'Gardiner') On the left, they've got flowers with words. I was looking at it, and I just remembered 1999 October coming here to audition in Toronto for the character of Wolverine, 25 years ago,"" Jackman said. The actor, along with Canadian actor Ryan Reynolds and Canadian director Shawn Levy, was in Toronto on Tuesday to promote their film Deadpool & Wolverine , which is set to hit theatres on Friday. Reynolds, who plays Deadpool, shared his excitement for the film because he said it will be the first time the two characters enter the Marvel Cinematic Universe. ""We also have two Canadian-born superheroes. That's kind of a wild thing, you know,"" he said. According to Marvel, Wolverine is from Alberta, while Deadpool is from an ""unrevealed location"" in Canada. During the interview, Reynolds was also asked about his friendship with Jackman, describing their relationship as ""two old ladies watching the sunset."" ""The key thing with any friendship or partnership, this could be a friend or a spouse or anything, is rooting for the other person,"" the actor said. He recalled first meeting the Australian actor during the filming of X-Men Origins: Wolverine in 2008 and saw how Jackman treated everybody on set with dignity, class and kindness. ""I remember at the end of my first day, he walked over to ask me how it went, and I didn't know him. He was a big star, I was playing a supporting role, and I said, 'I wish I could go back and shoot that scene over again. I didn't love it, but we're all good, we'll move on.' This guy fires up all the lights, tells everyone to get back in their wardrobe, get back on the set, and we shot it again, and that's what's in the movie,"" Reynolds said. ""I remember thinking, if I'm ever lucky enough to be in that guy's shoes, that's the kind of fella I'd love to be if I'm ever fortunate enough to have that. So that was my first impression of Jackman,"" he added before quipping, ""It's downhill from there, but it's mostly up."" The Etalk special hosted by Tyrone Edwards will air on CTV on Wednesday evening and stream later on Crave. Later in the evening, the trio attended the Canadian premiere of the movie at Scotiabank Theatre and met with fans, some of whom came as far as London, Ont. who had been waiting since this morning. Speaking to CP24 on the red carpet, Reynolds said it was ""essential"" that the movie also got a Canadian premiere. ""Of course, we're coming to Canada. And it's my mothership, this movie and this character, and Canada is my other mothership, so there's no way we would have missed it,"" he said. Reynolds, one of the writers and producers of the movie, has portrayed the current iteration of Deadpool since 2016. The actor called the story of Deadpool ""one of the greatest loves of my life."" ""Deadpool's always kind of character over spectacle, and character's the thing that I think you remember most,"" he said. ""All the surprises in the movie are character-based."" In a separate red carpet interview with CTV News Toronto, Reynolds said making the movie was a dream come true. Meanwhile, Jackman praised his co-star, saying Reynolds has a great work ethic and is ""generous"" as a writer, producer, and actor in the film. ""You guys should be so proud of him, and I hope you're as proud of this movie as we are,"" Jackman said. The Australian actor, who has played the mutant for more than two decades, is excited for fans to see him in Wolverine's iconic blue and yellow suit. ""I'm losing my mind. I can't believe for 24 years I didn't put on the yellow and blue,"" Jackman said, sharing that Reynolds informed him when he agreed to do the movie that Wolverine would don the yellow-and-blue costume. ""As soon as I put it on, it all made sense. And now I actually sleep with the costume."" Reynolds quipped that he told Jackman to steal the costume after the movie. ""And I did,"" the Australian actor said. -- CP24 and CTV are divisions of Bell Media. Photos Ryan Reynolds and Hugh Jackman during the Canadian premiere of 'Deadpool & Wolverine' on Tuesday, July 23, 2024. (CP24) ",4477,795,"Toronto has a special place in Hugh Jackman's heart. Toronto has a special place in Hugh Jackman's heart. During an exclusive interview with Etalk in front of dozens of fans gathered in the parking lot of 299 Queen Street West on Tuesday, the Australian actor shared that the city was where his Wolverine journey began. ""I'm going to tell you a true story. We came in this morning. And I was driving here down that freeway. What is that freeway? (Someone in the audience shouts, 'Gardiner') On the left, they've got flowers with words. I was looking at it, and I just remembered that, and I was looking at it, and I just remembered that I was looking at it, and I was looking at it, and I just remembered that I was looking at it, and I just remembered that I was looking at it, and I just remembered that I was looking at it, and I was looking at it, and",193,203,cp24,https://www.cp24.com/news/why-toronto-is-a-special-place-for-deadpool-wolverine-star-hugh-jackman-1.6975190,news,allenai
26," A pedestrian has been critically injured after being struck by a vehicle on the Gardiner Expressway on Tuesday evening. Emergency crews responded to a collision on the westbound lanes of the highway east of Jameson Avenue shortly after 6 p.m. Toronto police said the pedestrian, a man in his 30s, was rushed to the hospital. He suffered life-threatening injuries, according to Toronto paramedics. The driver remained at the scene, police said. All the westbound lanes of the Gardiner Expressway between Spadina and Jameson avenues were due to the collision but they have since reopened. Photos Several westbound lanes on the Gardiner Expressway are closed after a collision on Tuesday, July 23, 2024. (CP24) ",709,113, A man in his 30s suffered life-threatening injuries after being struck by a vehicle on the Gardiner Expressway on Tuesday evening . All westbound,23,33,cp24,https://www.cp24.com/news/pedestrian-critically-injured-after-being-struck-by-vehicle-on-gardiner-expressway-1.6975052,news,summarizer
27," Toronto police have released a photo of a suspect who was allegedly caught on camera committing an indecent act at a residence in East York on Monday night. Police said they were called to a home near Woodycrest and Mortimer Avenues , east of Pape Avenue, on Tuesday for a suspicious incident. Responding officers learned that an unknown man attended the resident’s front porch twice the night before. He was allegedly captured on video committing an indecent act while peering into the home. Police said the suspect was last seen walking northbound on Woodycrest Avenue. He is described as a male between 45 and 55 years old, five-foot-five to five-foot-eight, with a medium build, short dark receding hair, a moustache and thick bushy eyebrows. Police said the suspect was last seen wearing a red T-shirt, sweatpants, and a dark-coloured baseball cap with “NYC” in white writing above the brim. Investigators believe there may be witnesses to the incident and ask them or anyone with information to contact police at 416-808-5500 or Crime Stoppers anonymously at 416-222-TIPS (8477) or  ",1090,178, Toronto police have released a photo of a suspect who was allegedly caught on camera committing an indecent act at a residence in East York on Monday night . Police said they were called to a home near Woodycrest and Mortimer Avenues,39,49,cp24,https://www.cp24.com/news/suspect-caught-on-surveillance-camera-committing-indecent-act-toronto-police-1.6975316,news,summarizer
28," The province’s police watchdog is investigating after a man was seriously injured when he was shot by a Toronto police officer in Cabbagetown Tuesday evening. The incident occurred near Carlton and Parliament streets at around 7:14 p.m. Toronto police said a man was armed with a knife, and an officer discharged their firearm. The man was transported to the hospital in serious, potentially life-threatening condition, Toronto paramedics said. It is unclear what led to the shooting. Because the Special Investigations Unit (SIU) has invoked its mandate, Toronto police said no further details would be released about the incident. A resident in the area told CP24 he was having dinner when he heard “a few loud bangs,” which he initially thought were fireworks. But when he looked outside, the man said he saw “a police officer like pointing a gun at somebody, and then I saw a person lying on the ground.” The SIU is called in when the actions of police resulted in death, serious injury, sexual assault, and/or the discharge of a firearm at a person. Photos Toronto police are on the scene of a shooting near Carlton and Parliament Streets on Tuesday, July 23, 2024. (CP24) ",1179,198," Incident occurred near Carlton and Parliament streets at around 7:14 p.m. Tuesday evening . Toronto police said a man was armed with a knife, and an officer discharged their firearm . The man was transported to the hospital in serious, potentially life-threatening",44,54,cp24,https://www.cp24.com/news/siu-called-in-after-man-shot-by-toronto-police-officer-in-cabbagetown-1.6975118,news,summarizer
29," WEST ALLIS, Wisconsin (AP) — A roaring crowd of battleground state voters greeted Vice President Kamala Harris on Tuesday as she opened her public case against Republican former President Donald Trump by declaring November's election will be ""a choice between freedom and chaos.” “In this campaign, I promise you, I will proudly put my record against his any day of the week,” Harris said. “We believe in a future where every person has the opportunity not just to get by, but to get ahead.” Harris arrived in the Milwaukee area having locked up nomination support from Democratic delegates after President Joe Biden dropped his reelection bid on Sunday. It was her first campaign rally since she jumped into the race just two days ago with Biden’s endorsement. The event reflected a vibrancy that had been lacking among Democrats in recent weeks, and Harris was intent on projecting a sense of steady confidence about the November election. She's pulled in $100 million in donations since Sunday afternoon and on Tuesday picked up the backing of more Democratic officials and political groups, including congressional leaders Charles Schumer and Hakeem Jeffries. By stopping in Wisconsin, Harris was putting down a marker in one of the “blue wall” states along with Michigan and Pennsylvania that Democrats see as essential for securing a presidential victory. The visit comes a week after the Republican National Convention wrapped up in the city and as Harris works to sharpen her message against the GOP nominee with just over 100 days until Election Day. Harris' trip to the state was a sharp contrast to Biden's July 6 visit, when he was trying to reassure Democrats who were wary after his troubling performance in the June 27 debate against Trump. Sen. Tammy Baldwin, who is up for reelection this year, had skipped the Biden event, but she spoke before Harris on Tuesday. Harris is leaning into her resume as a former district attorney and California attorney general, seeking to draw a contrast with Trump who is the first former president to be convicted of felony crimes. “She’s prepared to meet this moment because she was professionally trained to prosecute a criminal, and unfortunately that’s who the Republicans have put forward,” said Sen. Laphonza Butler, D-Calif. Harris strode onto the stage Tuesday to the anthem “Freedom” from Beyonce’s “Lemonade” album and set about contrasting herself with Trump. “I took on perpetrators of all kinds. Predators who abused women. Fraudsters who ripped off consumers. Cheaters who broke the rules for their own gain. So hear me when I say, I know Donald Trump’s type,” she said. Harris cast her campaign as a “people first” endeavor, again aiming to draw a contrast with Trump, who she said represented special interests and corporations. She also portrayed her rival’s policies as being antiquated and backward looking. “We are not going back,′ she said. “And I’ll tell you why we are not going back. Ours is a fight for the future.” That echoed Barack Obama who frequently deployed the refrain during his 2012 reelection fight to argue against Republican ideas. Harris' swift ascent over the past few days has required her to vet possible running mates, a process being led by Eric Holder, who was attorney general during Barack Obama's presidency. But her key impact so far has been galvanizing Democrats. Before the Tuesday speech, Diane Walter, 68, of South Milwaukee said she was thrilled that Harris is the candidate. “I’ve been a Democrat my whole life,"" Walter said. ""She’s energizing the party again.” Tevin Humphrey, 21, came with his mother Myeesha Johnson, 41, and described the vice president as “a great figure to look up to.” “She’s a better representative of the diversity we’re looking for,” he said. Trump and his campaign have quickly turned most of their focus on Harris and have asserted that they were prepared for the change and it did not alter their plans. The former president has nicknamed the vice president “Lyin’ Kamala Harris,” accused her of not being tough enough on crime as a prosecutor and sought to bind her to the administration’s policies on the border as he seeks to make immigration a focus of his campaign. But there are signs that Trump seems to be unhappy about facing the younger vice president rather than making his case against the aging president. Twice since Biden dropped out, Trump has said the planned second presidential debate should not be hosted by ABC News and suggested it be moved to Fox News, which has a perception of being friendlier to him. Harris' husband, Doug Emhoff, at an appearance in Washington, said he was unimpressed by Trump's attacks, telling reporters Tuesday, “That’s all he’s got?” In addition to Baldwin, Harris was joined by major elected officials in Wisconsin, including Gov. Tony Evers, Attorney General Josh Kaul, Secretary of State Sarah Godlewski and Wisconsin Democratic Party Chair Ben Wikler. Republican leaders in Wisconsin, for their part, branded Harris as an “extreme liberal” who is out of step with most voters in the swing state. "" Kamala Harris’ favorables are as bad as Joe Biden’s,” said Wisconsin Republican Party Chairman Brian Schimming at a news conference ahead of the Harris event at a high school outside of Milwaukee. “So they are exchanging one bad candidate for another bad candidate in the hope that the people of this state and this country don’t notice where she actually stands on the issues.” -- Associated Press writer Josh Boak reported from Washington. AP writers Scott Bauer in Madison, Wisconsin and Michelle L. Price in New York contributed. ",5623,931,"WEST ALLIS, Wisconsin (AP) — A roaring crowd of Wisconsin Democratic Party officials greeted Vice President Kamala Harris on Tuesday as she opened her public case against Republican former President Donald Trump by declaring November's election will be ""a choice between freedom and chaos.” “In this campaign, I promise you, I will proudly put my record against his any day of the week,” said Wisconsin Republican Party Chairman Brian Schatz. “We believe in a future where every person has the opportunity not just to get by, but to get ahead.” Harris arrived in the Milwaukee area having locked up nomination support from Democratic delegates after President Joe Biden dropped his reelection bid on Sunday. It was her first campaign rally since she jumped into the race just two days ago with Biden’s endorsement. The event reflected a vibrancy that had been lacking among Democrats in recent weeks, and Harris was intent on projecting a sense of steady confidence about the November election. She's pulled in $100 million in donations since Sunday afternoon and on Tuesday picked up the backing of more Democratic officials and political groups, including congressional leaders Charles Schumer and",227,237,cp24,https://www.cp24.com/world/harris-tells-roaring-wisconsin-crowd-november-election-is-a-choice-between-freedom-and-chaos-1.6974566,news,allenai
30," A sentencing hearing is expected to begin today in Toronto for former fashion mogul Peter Nygard, who was found guilty of four counts of sexual assault last fall. The sentencing process has been delayed in part because Nygard's two previous defence lawyers, Brian Greenspan and Megan Savard, asked to withdraw from the case earlier this year. Nygard, who once led a multimillion-dollar clothing empire, has also faced health challenges throughout the case, and his health is expected to be raised during sentencing submissions. He was found guilty on four counts of sexual assault on Nov. 12, but was acquitted of a fifth count, as well as a charge of forcible confinement. The charges relate to allegations dating from the 1980s until the mid-2000s. Nygard is also facing charges in two other provinces and the United States. His Manitoba trial on sexual assault-related charges has been delayed in part due to Greenspan's resignation as his defence lawyer in that case as well as the Toronto one. Nygard, who is in his 80s, also faces one count of sexual assault and one count of forcible confinement in Quebec. He was first arrested in Winnipeg in 2020 under the Extradition Act after he was charged with nine counts in New York, including sex trafficking and racketeering charges. In May, Manitoba's highest court dismissed Nygard's application for a judicial review of his extradition order, finding there was no reason to interfere with the order issued by then-justice minister David Lametti. None of the criminal charges against Nygard in Quebec, Manitoba or the U.S. have been tested in court, and he has denied all allegations against him. This report by The Canadian Press was first published July 24, 2024. ",1720,284," Former fashion mogul Peter Nygard was found guilty of four counts of sexual assault last fall . He was acquitted of a fifth count, as well as a charge of forcible confinement . Nygard is also facing charges in two other provinces and the United States . The sentencing process has been delayed in part because Nygard's two previous defence lawyers, Brian Greenspan and Megan",66,76,cp24,https://www.cp24.com/news/sentencing-hearing-set-to-begin-in-nygard-sexual-assault-case-1.6975396,news,summarizer
31," A “frosty” fall is in store for Ontario, according to a newly released forecast from the Old Farmers’ Almanac. The fall season, which begins on Sept. 21, is expected to kick off with chilly temperatures coast-to-coast, the periodical says. It also predicts rainfall will skew slightly above average levels. The Thanksgiving weekend will bring higher temperatures to Ontario, along with Quebec, New Brunswick, Prince Edward Island and Nova Scotia, according to the forecast. These provinces are predicted to see drier conditions in mid-October, while western Canada will see higher precipitation than usual. By Halloween, the Almanac is calling for clear conditions in Ontario. “More of a treat as opposed to a trick: generally dry weather should arrive in time for Halloween,” the forecast reads, adding that “spooky” and soggy weather could be in store for other provinces come late October. The forecast says November is expected to be “frosty and unsettled” for most of the country. ",987,156, The Old Farmers’ Almanac says the fall season begins on Sept. 21 . The fall season is expected to kick off with chilly temperatures coast-to-coast . It also predicts rainfall will skew,34,44,cp24,https://www.cp24.com/the-old-farmers-almanac-just-released-ontario-s-fall-forecast-here-s-what-to-expect-1.6975158,news,summarizer
32," Some wildfire evacuees who were trapped in traffic for hours while leaving Jasper National Park say they are feeling relieved to have found safety. Addison McNeill, who is 24, says she felt stressed when she got an alert on Monday night to evacuate Jasper about two hours after she moved to the alpine town from Edmonton. When she got on the road, she says she saw many of Jasper's 4,700 residents exiting the town calmly along with visitors despite being trapped in gridlock and hot, smoky air for hours. Evacuees were initially ordered to go to British Columbia but were directed on Tuesday to make a wide U-turn as that province was dealing with its own wildfires. Since then, reception centres have been set up north of Jasper in Grande Prairie as well as in Calgary and Edmonton, where evacuees are being helped with accommodations. Jasper resident Leanne Maeva Joyeuse says she feels relieved to have made it to Grande Prairie after having been on the road for nearly 20 hours but she is worried about how the wildfires will affect her town. This report by The Canadian Press was first published July 24, 2024. ",1118,195, Evacuees were initially ordered to go to British Columbia but were directed on Tuesday to make a wide U-turn as that province was dealing with its own wildfires . Reception centres have been set up north of Jasper in Grande Prairie as well as,43,53,cp24,https://www.cp24.com/news/wildfire-evacuees-ordered-to-leave-jasper-find-relief-after-long-journey-to-safety-1.6975404,news,summarizer
